"hip","proper","ra","dec","mag","absmag","t_eff","con","constellations","const_name"
50685,,10.350943,68.747651,5.88,0.425,7532,"UMa",0,
50693,,10.352211,-17.984959,6.5,2.522,6719,"Hya",0,
50728,,10.357963,-23.710834,6.47,1.343,7809,"Hya",0,
50755,,10.363973,14.975773,6.16,0.389,9288,"Leo",0,
50785,,10.369569,-58.265572,6.34,1.114,5088,"Car",1,"Carina"
50786,,10.369607,41.22953,5.73,2.751,6158,"UMa",0,
50790,,10.370261,-19.866571,6.12,-0.206,9082,"Hya",0,
50799,,10.372108,-41.64996,4.82,0.841,4673,"Vel",0,
50801,"Tania Australis",10.372155,41.499516,3.06,-1.185,3772,"UMa",6,"Ursa Major"
50847,,10.382824,-66.901498,4.97,-0.482,12680,"Car",0,
50851,,10.383458,6.542643,6.06,1.8,4631,"Leo",0,
50860,,10.385091,33.908145,5.89,1.535,8105,"LMi",0,
50868,,10.386983,-30.162263,6.25,2.531,7198,"Ant",0,
50885,,10.390688,-4.074035,5.93,0.841,10354,"Sex",0,
50887,,10.391214,-0.902244,6.45,2.005,5014,"Sex",0,
50888,,10.391478,-38.009839,5.34,2.252,7478,"Ant",0,
50893,,10.392405,-3.642854,6.39,-1.755,3777,"Sex",0,
50903,,10.394624,-41.953189,6.24,1.927,5088,"Vel",0,
50904,,10.394933,29.615856,6.36,1.058,4682,"LMi",0,
50916,,10.397401,-57.953933,6.34,-0.807,3958,"Car",0,
50933,,10.402182,65.566423,4.94,-0.146,10437,"UMa",1,"Ursa Major"
50935,,10.40239,33.718531,5.52,-0.05,4514,"LMi",0,
50939,,10.40366,2.368018,6.33,1.463,4867,"Sex",0,
50954,,10.406592,-74.031612,3.99,2.939,6875,"Car",1,"Carina"
50976,,10.412375,-73.971732,6.18,0.399,8709,"Car",0,
50993,,10.416516,-58.576303,5.93,1.019,7142,"Car",0,
51008,,10.420887,8.784845,5.61,-1.878,3700,"Leo",0,
51014,,10.421449,-42.467404,6.18,-0.102,4838,"Vel",0,
51046,,10.428964,-7.059829,5.6,0.174,3937,"Sex",0,
51047,,10.429149,35.42543,6.49,0.986,4684,"LMi",0,
51056,,10.431895,33.79612,4.72,0.448,7429,"LMi",0,
51069,,10.434842,-16.83629,3.83,-0.45,4067,"Hya",6,"Hydra"
51077,,10.43607,-42.738494,6.13,1.173,4613,"Vel",0,
51117,,10.443587,-0.988055,6.33,-0.665,4089,"Sex",0,
51140,,10.446924,-54.877302,5.58,-3.386,3880,"Vel",0,
51161,,10.450135,19.364538,6.15,1.048,4592,"Leo",0,
51172,,10.45253,-31.067779,4.28,-0.971,4112,"Ant",2,"Antlia"
51192,,10.456798,-57.638805,4.65,-15.35,6395,"Car",0,
51194,,10.457042,-65.704664,6,1.823,8530,"Car",0,
51200,,10.457792,41.601035,6,1.899,7978,"UMa",0,
51213,,10.460831,9.762396,6.01,0.454,10254,"Leo",0,
51232,,10.464649,-58.739403,3.81,-4.262,7132,"Car",4,"Carina"
51233,,10.464727,36.707212,4.2,0.831,5035,"LMi",3,"Leo Minor"
51245,,10.467247,-49.405801,6.1,-0.653,3979,"Vel",0,
51248,,10.467738,48.784901,6.42,4.62,5859,"UMa",0,
51265,,10.471742,-63.164565,6.42,-1.344,10177,"Car",0,
51290,,10.476812,45.212211,6.37,-1.465,4274,"UMa",0,
51302,,10.478878,-3.742385,6.05,1.555,8825,"Sex",0,
51313,,10.481274,-64.172278,5.27,-4.28,2532,"Car",1,"Carina"
51327,,10.484362,-65.176244,6.42,-0.129,3558,"Car",0,
51362,,10.491306,-2.739078,5.19,0.218,10395,"Sex",0,
51364,,10.491383,-29.663832,5.58,0.37,4127,"Hya",0,
51376,,10.493161,-30.607065,5.57,-0.052,10215,"Ant",0,
51384,,10.495037,84.252009,5.52,2.476,7516,"Cam",1,"Camelopardalis"
51401,,10.498453,65.626233,6.32,1.294,4592,"UMa",0,
51420,,10.501792,38.925132,5.79,-1.033,8565,"LMi",0,
51425,,10.502445,-66.984654,6.19,-0.957,9589,"Car",0,
51437,,10.504855,-0.637026,5.08,-0.388,13106,"Sex",1,"Sextans"
51438,,10.505581,-71.992793,4.72,0.208,9003,"Car",0,
51448,,10.507396,64.257689,6.07,1.199,7902,"UMa",1,"Ursa Major"
51459,,10.510461,55.980536,4.82,4.287,6118,"UMa",2,"Ursa Major"
51461,,10.510901,-61.356474,6.41,-0.358,3641,"Car",0,
51490,,10.516323,-7.63755,6.2,-1.511,4197,"Sex",0,
51491,,10.516622,-13.58847,5.59,-0.434,9976,"Hya",0,
51495,,10.517242,-73.22149,4.94,-2.562,3551,"Car",0,
51502,,10.518048,82.558587,5.25,3.588,6733,"Cam",1,"Camelopardalis"
51523,,10.522775,-53.715484,4.89,3.197,6285,"Vel",1,"Vela"
51551,,10.53019,-28.237103,6.04,2.888,6281,"Hya",0,
51556,,10.530937,32.379554,5.9,1.439,8344,"LMi",1,"Leo Minor"
51560,,10.532401,-45.06966,6.04,-0.405,11554,"Vel",0,
51561,,10.532622,-45.06671,5.76,-0.353,16463,"Vel",1,"Vela"
51576,,10.533743,-61.685332,3.3,-2.553,11347,"Car",2,"Carina"
51585,,10.536604,14.13727,5.43,-1.21,3479,"Leo",1,"Leo"
51610,,10.54267,-44.618508,5.91,0.482,5010,"Vel",0,
51623,,10.546615,-58.666745,5.98,-14.02,7270,"Car",0,
51624,,10.546853,9.306586,3.84,-16.16,13575,"Leo",2,"Leo"
51635,,10.54913,-47.003353,5.02,-2.999,4764,"Vel",1,"Vela"
51658,,10.553865,40.42556,4.72,2.023,7639,"UMa",0,
51676,,10.557054,-58.190149,6.09,-13.91,7092,"Car",0,
51685,,10.558587,34.988695,5.57,-1.037,9152,"LMi",1,"Leo Minor"
51718,,10.566912,-23.745165,5.08,-1.861,3790,"Hya",0,
51732,,10.570199,-60.987629,6.25,-0.817,4161,"Car",0,
51734,,10.570409,73.834484,7.57,1.228,7840,"Dra",1,"Draco"
51775,,10.580004,6.953749,5.07,0.512,5008,"Leo",1,"Leo"
51795,,10.582696,-23.176248,6.1,2.005,6302,"Hya",0,
51802,,10.583933,8.650425,5.67,0.077,8825,"Leo",0,
51808,,10.584878,75.712948,4.86,0.461,4934,"Dra",1,"Draco"
51814,,10.586017,57.082637,5.16,3.042,6973,"UMa",1,"Ursa Major"
51816,,10.586229,-43.664587,6.09,-1.621,4968,"Vel",0,
51821,,10.586905,-39.562589,5.5,-1.641,,"Ant",0,
51835,,10.59022,-76.308986,6.29,0.528,4481,"Cha",0,
51839,,10.591166,-78.607786,4.11,-1.427,3828,"Cha",2,"Chamaeleon"
51849,,10.59314,-57.557636,4.45,-3.338,3770,"Car",1,"Carina"
51852,,10.594129,-18.568978,6.49,1.99,7773,"Hya",0,
51883,,10.600558,80.494629,6.48,0.456,4922,"Dra",0,
51885,,10.601252,-26.675479,6.29,3.213,6391,"Hya",0,
51905,,10.604628,-16.344326,6.01,-0.818,3677,"Hya",0,
51912,,10.605706,-59.564392,5.08,0.551,4538,"Car",0,
51914,,10.605949,36.326927,6.29,2.886,6563,"LMi",0,
51933,,10.608994,-12.230121,5.71,3.714,6170,"Hya",0,
51979,,10.620481,-27.412634,4.87,-1.003,3712,"Hya",0,
51984,,10.621144,-53.85526,6.43,-1.78,13675,"Vel",0,
51986,,10.621717,-48.22562,3.84,1.696,7218,"Vel",2,"Vela"
52004,,10.624187,-58.733339,5.47,-14.53,6285,"Car",0,
52009,,10.625909,-13.384543,4.89,-1.704,,"Hya",0,
52032,,10.631185,34.078623,6.42,-1.809,4218,"LMi",0,
52043,,10.63407,-57.256309,5.89,-1.557,12680,"Car",0,
52085,,10.643043,-16.876572,4.91,0.86,5006,"Hya",3,"Hydra"
52098,,10.645337,31.976237,4.68,-1.564,5229,"LMi",1,"Leo Minor"
52102,,10.645834,-59.182997,4.69,-4.595,3868,"Car",1,"Carina"
52103,,10.645941,-59.26242,6.5,-1.778,11615,"Car",0,
52112,,10.64731,-42.753443,6.1,-0.384,5686,"Vel",0,
52113,,10.647337,-12.443618,6.04,0.806,9634,"Hya",0,
52127,,10.649906,-58.816854,5.96,-0.643,3495,"Car",0,
52136,,10.651581,53.6683,5.55,-0.166,4372,"UMa",1,"Ursa Major"
52139,,10.65213,37.91,5.84,2.246,5913,"LMi",0,
52150,,10.654424,-74.493384,6.08,-2.121,3529,"Car",0,
52154,,10.655112,-55.603268,4.29,-2.766,4802,"Vel",0,
52160,,10.656346,-64.111788,6.33,0.505,10894,"Car",0,
52221,,10.669848,-65.100209,5.51,-0.518,14093,"Car",0,
52273,,10.680984,-35.741718,6.36,-0.852,5016,"Ant",0,
52308,,10.6882,-59.676916,6.35,-13.65,8556,"Car",0,
52316,,10.690052,-1.741491,6.25,3.42,5097,"Sex",0,
52338,,10.696747,68.443499,5.74,-0.246,4298,"UMa",0,
52340,,10.697657,-79.783288,5.97,-1.297,10870,"Cha",0,
52353,,10.69908,65.71628,5.12,0.909,4478,"UMa",1,"Ursa Major"
52366,,10.70313,31.696998,6.02,-0.959,3736,"LMi",0,
52370,,10.703926,-64.466426,4.76,-0.956,13151,"Car",0,
52391,,10.708715,-13.974514,6.24,-0.788,3913,"Hya",0,
52405,,10.711269,-59.215759,5.36,-14.64,7691,"Car",1,"Carina"
52407,,10.711997,-32.715673,5.63,-0.732,9447,"Ant",0,
52419,,10.715949,-64.39445,2.74,-2.985,18854,"Car",4,"Carina"
52422,,10.717191,26.325577,5.51,2.087,8017,"LMi",0,
52425,,10.717789,69.076214,5.01,-0.527,4150,"UMa",1,"Ursa Major"
52452,,10.722478,4.747669,5.77,-0.376,4545,"Sex",0,
52457,,10.7236,23.188404,5.08,0.846,9003,"LMi",1,"Leo Minor"
52468,,10.725639,-60.566619,4.58,-3.138,3464,"Car",2,"Carina"
52469,,10.725822,46.203877,5.18,2.334,7097,"UMa",0,
52478,,10.728702,57.199203,5.79,0.517,10158,"UMa",1,"Ursa Major"
52487,,10.73089,-64.249042,5.74,-2.04,9366,"Car",0,
52488,,10.731184,-60.117783,6.45,-13.55,9790,"Car",0,
52502,,10.735258,-63.961072,4.8,-1.092,12931,"Car",0,
52513,,10.737375,19.758834,6.27,2.142,7791,"Leo",0,
52520,,10.73891,-70.859721,6.25,1.177,7720,"Car",0,
52526,,10.739699,-59.99332,6.32,-2.566,36885,"Car",0,
52535,,10.74088,-72.443498,6.26,3.726,6243,"Car",0,
52537,,10.742331,-70.855255,6.43,1.417,7611,"Car",0,
52558,,10.745842,-59.56519,7.35,-12.65,8118,"Car",2,"Carina"
52577,,10.751118,67.411384,5.95,-1.95,,"UMa",0,
52584,,10.752627,2.48797,6.27,0.433,4470,"Sex",0,
52595,,10.754546,-80.469597,5.46,0.316,4934,"Cha",0,
52633,,10.763087,-80.540188,4.45,-0.708,16003,"Cha",1,"Chamaeleon"
52638,,10.764416,30.682313,5.36,0.015,10395,"LMi",1,"Leo Minor"
52660,,10.768245,6.373183,6.38,1.389,4627,"Leo",0,
52678,,10.771269,-64.514559,5.33,-0.492,11554,"Car",0,
52679,,10.771414,-60.602872,6.26,0.858,9048,"Car",0,
52685,,10.772919,57.365914,6.34,-0.318,3855,"UMa",0,
52686,,10.773484,18.891523,5.5,1.713,4604,"Leo",1,"Leo"
52689,,10.773689,14.194645,5.49,0.765,5035,"Leo",1,"Leo"
52701,,10.774889,-64.263242,5.23,-0.592,11021,"Car",0,
52709,,10.776984,-43.192673,6.29,1.991,7756,"Vel",0,
52727,,10.779488,-49.420255,2.69,-0.087,5051,"Vel",2,"Vela"
52730,,10.780024,-69.209786,6.34,-3.074,7889,"Car",1,"Carina"
52736,,10.780898,-64.383474,4.87,-0.971,13625,"Car",0,
52737,,10.781127,-17.296874,5.44,1.439,8359,"Hya",0,
52742,,10.782634,-56.757192,5.14,-0.898,11099,"Vel",1,"Vela"
52785,,10.791836,-69.437733,6.35,-1.804,11235,"Car",0,
52797,,10.794001,-57.467411,6.29,-3.14,3565,"Car",0,
52806,,10.795646,-59.875257,6.47,-1.294,12405,"Car",0,
52815,,10.798206,-64.262842,6.46,0.648,9419,"Car",0,
52827,,10.801503,-59.919163,5.98,-14.02,7354,"Car",0,
52841,,10.803921,-31.68785,5.87,0.092,9164,"Hya",0,
52863,,10.811266,-1.958896,5.92,-0.2,3760,"Sex",0,
52877,,10.813852,65.132491,6.4,0.99,9873,"UMa",0,
52882,,10.815899,29.416057,6.15,-0.14,4587,"LMi",0,
52911,,10.820953,10.545202,5.32,-0.015,9082,"Leo",1,"Leo"
52922,,10.823457,-59.323793,5.85,-0.918,9419,"Car",1,"Carina"
52929,,10.824669,63.810029,6.42,-0.786,4344,"UMa",0,
52943,,10.827079,-16.193648,3.11,-0.111,4436,"Hya",5,"Hydra"
52948,,10.828747,-9.852695,5.85,0.755,4711,"Sex",0,
52959,,10.831591,27.973948,6.05,1.361,6733,"LMi",0,
52965,,10.832506,-34.058183,5.61,0,9048,"Ant",0,
52980,,10.838349,-8.897763,5.8,0.906,8044,"Sex",0,
53035,,10.851502,-3.092667,5.95,-0.002,4034,"Sex",0,
53043,,10.853067,56.58225,5.66,0.462,4608,"UMa",1,"Ursa Major"
53064,,10.856594,59.320119,5.57,0.96,4559,"UMa",0,
53100,,10.863028,-57.272315,6.29,0.133,7616,"Car",0,
53141,,10.87047,1.024973,6.37,-0.819,8565,"Leo",0,
53151,,10.874628,-79.559437,6.36,-2.606,4060,"Cha",0,
53154,,10.875236,-57.240405,5.26,-14.74,8224,"Car",0,
53157,,10.875578,52.503605,6.44,1.506,4639,"UMa",0,
53167,,10.876692,-0.201657,6.31,-0.884,3984,"Leo",0,
53229,"Praecipua",10.888526,34.214871,3.79,1.472,4774,"LMi",3,"Leo Minor"
53231,,10.889215,-58.893453,6.26,-1.458,11806,"Car",0,
53240,,10.890267,-2.255209,6.12,1.624,5025,"Leo",0,
53252,,10.891536,-20.138731,5.23,2.787,6370,"Hya",0,
53253,,10.891559,-58.853171,3.78,1.458,4958,"Car",3,"Carina"
53257,,10.891986,69.853881,5.91,2.679,4830,"UMa",0,
53259,,10.892473,-15.445825,6.34,2,4531,"Crt",0,
53260,,10.892615,-56.420501,6.45,-13.55,4173,"Vel",0,
53261,,10.892911,54.585128,5.12,-1.389,4233,"UMa",1,"Ursa Major"
53272,,10.895031,-70.720337,5.99,-0.848,9839,"Car",0,
53273,,10.895476,-2.129205,5.45,0.541,4916,"Leo",0,
53295,,10.899648,43.189956,4.66,0.269,10177,"UMa",1,"Ursa Major"
53316,,10.904938,-13.758036,5.65,-0.246,5207,"Crt",0,
53334,,10.908222,-61.826622,5.95,-2.279,3305,"Car",0,
53355,,10.911714,25.490722,6.19,0.814,7265,"LMi",0,
53377,,10.916163,34.034798,5.73,0.986,4789,"UMa",0,
53379,,10.916948,-42.251098,6.08,0.201,10634,"Vel",0,
53387,,10.919881,-20.664963,6.45,0.183,4668,"Hya",0,
53394,,10.921456,-60.517003,5.93,1.077,4728,"Car",0,
53411,,10.924228,-43.020528,6.4,1.398,8737,"Vel",0,
53417,,10.92689,24.749718,4.3,-0.421,9313,"Leo",2,"Leo"
53423,,10.928444,0.736922,5.91,2.651,6613,"Leo",0,
53426,,10.928999,33.506929,5.02,0.715,4663,"UMa",0,
53449,,10.933742,6.185371,5.91,0.529,4396,"Leo",0,
53465,,10.937365,42.008155,6.03,1.13,4623,"UMa",0,
53472,,10.938015,22.351682,6.17,-0.648,3895,"Leo",0,
53492,,10.942897,25.500244,6.36,1.886,4781,"LMi",0,
53502,,10.945289,-37.137765,4.6,0.773,4838,"Ant",1,"Antlia"
53530,,10.952183,-50.765018,5.9,0.836,7933,"Vel",0,
53546,,10.954389,-75.099761,6.16,-3.755,3931,"Car",0,
53556,,10.955613,-69.038055,6.48,-0.656,9531,"Car",0,
53589,,10.963386,-59.73219,6.36,-13.64,5188,"Car",0,
53699,,10.98715,-33.737595,5.7,2.27,6851,"Hya",0,
53701,,10.98723,-61.320739,6.16,0.797,10703,"Car",0,
53702,,10.987258,-84.593893,6.19,1.074,8455,"Oct",0,
53706,,10.9883,51.882359,6.22,-0.41,4238,"UMa",0,
53721,"Chalawan",10.99112,40.430257,5.03,4.29,5810,"UMa",1,"Ursa Major"
53723,,10.991925,-16.353701,5.88,-0.656,3780,"Crt",0,
53726,,10.992438,36.0931,5.99,-1.033,3792,"UMa",0,
53740,"Alkes",10.996244,-18.298783,4.08,0.638,4702,"Crt",5,"Crater"
53761,,10.99916,77.770174,6.18,0.142,4916,"Dra",0,
53762,,10.999831,-43.80711,5.81,0.955,10703,"Vel",0,
53771,,11.002306,-51.8178,6.15,2.22,7840,"Vel",0,
53773,,11.002572,-42.225859,4.37,0.473,8329,"Vel",0,
53778,,11.003248,-14.083368,5.86,0.089,3988,"Crt",0,
53781,,11.004084,45.526276,5.47,-1.547,4050,"UMa",0,
53791,,11.00575,42.911724,6.03,2.796,5954,"UMa",0,
53798,,11.007101,51.502101,6.41,0.186,4836,"UMa",0,
53807,,11.009347,3.617494,4.84,-0.377,4587,"Leo",2,"Leo"
53811,,11.010078,-53.111831,6.44,1.004,4356,"Vel",0,
53818,,11.011331,-31.839368,6.06,3.576,6174,"Hya",0,
53824,,11.012445,6.101449,4.98,1.649,7978,"Leo",1,"Leo"
53838,,11.014009,39.212092,5.06,-0.252,7456,"UMa",1,"Ursa Major"
53849,,11.015941,-15.792682,6.35,0.541,4538,"Crt",0,
53860,,11.018249,63.42111,6.38,1.624,7959,"UMa",0,
53907,,11.030465,-2.484585,4.73,-1.537,3797,"Leo",1,"Leo"
53910,"Merak",11.030677,56.382427,2.34,0.399,9105,"UMa",19,"Ursa Major"
53940,,11.03718,-41.114145,6.48,-1.778,4036,"Vel",0,
53954,,11.038827,20.179842,4.42,1.472,8886,"Leo",2,"Leo"
53963,,11.040125,-26.831505,6.21,2.466,7183,"Hya",0,
53975,,11.042013,-9.994852,7.32,0.19,4011,"Crt",1,"Crater"
54027,,11.054039,-0.752344,6.12,2.382,7381,"Leo",0,
54029,,11.054133,-11.30347,5.51,0.428,4973,"Crt",2,"Crater"
54030,,11.054461,-31.960849,6.44,-0.213,3739,"Hya",0,
54038,,11.057604,70.03074,6.44,-0.444,4356,"UMa",0,
54048,,11.060149,-13.43492,6.34,0.245,5142,"Crt",0,
54049,,11.060164,-0.000833,5.95,-0.396,4459,"Leo",0,
54061,"Dubhe",11.062155,61.751033,1.81,-1.07,4735,"UMa",20,"Ursa Major"
54082,,11.066733,-57.955331,6.16,-3.462,14605,"Car",0,
54136,,11.075344,38.241365,6.01,1.526,7985,"UMa",0,
54137,,11.075343,-47.679103,5.67,0.956,7450,"Vel",0,
54173,,11.081721,-35.804678,5.43,-0.573,9250,"Ant",0,
54182,,11.083619,7.336007,4.62,2.308,7057,"Leo",2,"Leo"
54185,,11.084478,-49.392299,6.11,0.234,9823,"Vel",0,
54204,,11.088867,-27.293612,4.92,1.741,6875,"Hya",4,"Hydra"
54214,,11.092776,-11.088901,6.09,2.21,7213,"Crt",0,
54255,,11.099324,-27.287853,5.69,-0.945,10773,"Hya",0,
54264,,11.101595,-51.21292,6.28,0.804,4962,"Cen",0,
54289,,11.106747,-64.839972,6.39,0.745,8344,"Car",0,
54291,,11.107648,-50.956725,6.31,0.967,4566,"Cen",0,
54294,,11.108137,-58.675021,6.07,-1.932,4473,"Car",0,
54301,,11.109015,-62.424113,4.62,-0.814,4873,"Car",1,"Carina"
54319,,11.11223,17.737364,6.4,-0.936,3883,"Leo",0,
54327,,11.113866,-70.87793,5.58,-1.432,10845,"Car",0,
54336,,11.115058,1.955525,5.52,1.516,4938,"Leo",0,
54347,,11.11802,25.537127,6.86,3.171,6231,"Leo",1,"Leo"
54360,,11.121308,-42.638681,5.15,0.526,9152,"Cen",0,
54380,,11.126149,-48.639982,6.44,0.25,4015,"Cen",0,
54388,,11.127696,23.323762,6.48,2.035,7991,"Leo",0,
54430,,11.137715,-29.972486,6.47,0.854,9152,"Hya",0,
54461,,11.142778,-61.947175,5.11,-14.89,7797,"Car",0,
54463,,11.143165,-58.975037,3.93,-16.07,4448,"Car",3,"Carina"
54477,,11.145557,-28.08067,5.43,1.703,8728,"Hya",1,"Hydra"
54487,,11.146969,24.658464,5.7,-0.05,8617,"Leo",0,
54522,,11.155302,36.309379,5.71,0.367,4160,"UMa",0,
54537,,11.160699,43.207736,5.89,-0.237,3863,"UMa",0,
54539,,11.161062,44.498487,3,-0.232,4587,"UMa",6,"Ursa Major"
54540,,11.161074,67.210208,6.07,0.839,7622,"UMa",0,
54561,,11.164831,-32.367529,5.79,0.378,9176,"Hya",0,
54673,,11.191545,-71.436189,6.34,0.138,4204,"Car",0,
54682,,11.194302,-22.825847,4.46,-0.631,9200,"Crt",5,"Crater"
54688,,11.195488,14.400153,6.3,2.552,7714,"Leo",0,
54703,,11.199401,-26.806114,6.43,0.72,5002,"Hya",0,
54708,,11.200991,-58.423355,6.24,-0.686,3999,"Car",0,
54718,,11.202837,-46.266761,6.27,1.499,8050,"Cen",0,
54721,,11.203031,68.27187,6.4,1.611,8246,"UMa",0,
54725,,11.204108,-32.433793,6.35,-0.899,3529,"Hya",0,
54742,,11.208437,-18.499862,6.11,0.175,9589,"Crt",0,
54745,,11.208996,35.81408,6.41,4.705,5895,"UMa",0,
54746,,11.209191,-49.100996,5.37,1.858,7921,"Cen",0,
54749,,11.209667,-21.749339,6.39,-0.001,4191,"Crt",0,
54751,,11.210005,-60.317625,4.59,-15.41,6118,"Car",1,"Carina"
54767,,11.212568,-64.16977,5.22,0.311,11153,"Car",0,
54783,,11.215757,-49.73609,6.12,-0.958,4746,"Cen",0,
54811,,11.220746,-44.372216,5.77,-0.654,3606,"Cen",0,
54829,,11.225219,-59.619318,5.74,-3.409,11871,"Car",0,
54840,,11.227611,-53.231813,5.75,0.18,4308,"Cen",0,
54842,,11.227804,41.088837,6.33,1.045,4576,"UMa",0,
54849,,11.22932,-0.069502,5.4,-0.645,9839,"Leo",0,
54863,,11.233843,8.060695,5.79,1.879,4615,"Leo",0,
54872,"Zosma",11.235138,20.523717,2.56,1.294,8239,"Leo",9,"Leo"
54879,"Chertan",11.237335,15.42957,3.33,-0.191,9575,"Leo",9,"Leo"
54929,,11.248368,-43.733703,6.22,-0.721,3765,"Cen",0,
54951,,11.253397,23.095502,4.56,-2.783,3619,"Leo",2,"Leo"
55003,,11.261877,-57.355882,6.42,-0.017,8472,"Car",0,
55016,,11.264417,13.307578,5.31,-0.058,4509,"Leo",0,
55060,,11.271946,59.943201,6.91,2.006,7940,"UMa",1,"Ursa Major"
55068,,11.274405,-45.880012,6.3,2.72,6714,"Cen",0,
55084,,11.277695,-3.651601,4.45,0.691,7709,"Leo",1,"Leo"
55086,,11.278299,49.47625,5.88,0.188,4661,"UMa",0,
55106,,11.282827,-7.134689,6.11,0.548,7703,"Crt",0,
55130,,11.286672,-38.014367,6.24,1.933,8415,"Cen",0,
55133,,11.287315,-41.934326,6.46,1.346,9326,"Cen",0,
55137,,11.288167,2.010556,5.18,0.141,3969,"Leo",0,
55140,,11.288619,-67.823515,6.06,-3.304,3219,"Car",0,
55164,,11.29413,-34.737348,6.44,3.058,6691,"Hya",0,
55219,"Alula Borealis",11.307983,33.094306,3.49,-1.949,4160,"UMa",4,"Ursa Major"
55225,,11.309511,-79.668651,6.35,2.419,7397,"Cha",0,
55249,,11.315266,1.650395,5.9,1.123,4774,"Leo",0,
55266,,11.318864,38.185557,4.76,0.912,8352,"UMa",0,
55280,,11.321297,-64.582491,5.99,3.168,6408,"Car",0,
55282,,11.322347,-14.778541,3.56,-0.217,4643,"Crt",6,"Crater"
55308,,11.326824,-75.142452,6.26,0.232,9774,"Mus",0,
55332,,11.330781,-72.958291,6.46,0.613,9474,"Mus",0,
55350,,11.334486,-71.994337,6.41,-0.64,9275,"Mus",0,
55412,,11.348259,67.100734,6.2,0.677,4815,"UMa",0,
55425,,11.350117,-54.491019,3.9,-1.3,14038,"Cen",2,"Centaurus"
55434,,11.352276,6.029322,4.05,-0.096,10567,"Leo",3,"Leo"
55485,,11.363699,57.074857,6.43,1.892,8011,"UMa",0,
55497,,11.365851,-77.608369,6.43,2.077,7756,"Cha",0,
55528,,11.373089,-44.645924,6.1,0.94,4997,"Cen",0,
55560,,11.380442,43.482703,4.99,-1.076,4853,"UMa",1,"Ursa Major"
55564,,11.380902,64.330513,6.02,1.327,8582,"UMa",0,
55581,,11.385596,-56.779355,5.82,-1.018,9589,"Cen",0,
55588,,11.386857,-36.164769,5,-2.55,4053,"Cen",0,
55595,,11.38832,0.13205,6.05,-0.383,4053,"Leo",0,
55597,,11.389283,-64.954714,5.09,-0.373,10634,"Mus",0,
55598,,11.389415,-18.779973,5.08,1.919,6550,"Crt",1,"Crater"
55642,,11.398736,10.529509,4,2.129,6622,"Leo",2,"Leo"
55645,,11.399042,-57.880437,6.5,0.117,3982,"Cen",0,
55650,,11.400646,1.407765,5.39,0.214,4973,"Leo",0,
55657,,11.4031,-72.256608,5.55,-1.871,9300,"Mus",0,
55667,,11.406127,-42.669102,6.13,-3.511,15101,"Cen",0,
55687,,11.410164,-10.859323,4.81,-0.5,3880,"Crt",5,"Crater"
55705,,11.414702,-17.68401,4.06,2.05,7674,"Crt",6,"Crater"
55716,,11.416369,11.430292,5.8,-0.086,4199,"Leo",0,
55756,,11.424852,-36.063062,5.21,0.588,4890,"Cen",1,"Centaurus"
55763,,11.425862,-37.747575,5.87,0.19,3984,"Cen",0,
55765,,11.426771,16.456539,5.58,2.367,6775,"Leo",0,
55779,,11.428717,-63.972475,5.18,3.006,6306,"Cen",0,
55791,,11.430571,3.86011,6.35,2.612,6992,"Leo",0,
55797,,11.43254,55.850459,5.73,0.863,4873,"UMa",1,"Ursa Major"
55821,,11.440434,33.450608,6.33,2.556,6483,"UMa",0,
55831,,11.443174,-61.115167,5.22,-2.888,11021,"Cen",0,
55846,,11.445923,3.013102,6.49,5.244,5343,"Leo",0,
55849,,11.446467,-53.159915,5.8,-0.566,6215,"Cen",0,
55874,,11.452644,-12.356749,5.93,1.702,6327,"Crt",1,"Crater"
55941,,11.464919,-1.699946,6.23,0.195,4779,"Leo",0,
55945,,11.465622,2.856265,4.95,-1.233,4849,"Leo",1,"Leo"
55953,,11.466297,-35.328849,6.44,-1.332,3744,"Hya",0,
55979,,11.471791,-72.473977,6.09,-0.815,8447,"Mus",0,
56000,,11.476413,-42.674203,5.14,-1.518,9976,"Cen",0,
56034,,11.484481,39.336974,5.3,1.228,9275,"UMa",1,"Ursa Major"
56035,,11.484621,61.778368,5.83,3.218,6813,"UMa",1,"Ursa Major"
56050,,11.487539,-63.553937,6.45,-13.55,7117,"Cen",0,
56078,,11.494061,-24.464011,5.77,0.093,8747,"Crt",0,
56080,,11.494957,15.413269,5.74,0.101,4207,"Leo",0,
56083,,11.495446,56.737573,6.29,2.153,8037,"UMa",0,
56127,,11.505248,-3.003501,4.77,-1.568,3935,"Leo",2,"Leo"
56135,,11.506896,46.657533,6.3,-0.784,4381,"UMa",0,
56146,,11.508065,18.409801,5.54,0.617,4744,"Leo",0,
56148,,11.508651,43.173242,5.94,2.302,6186,"UMa",1,"Ursa Major"
56170,,11.514726,47.928918,6.4,1.417,5099,"UMa",0,
56201,,11.520847,-61.278463,6.28,-13.72,6400,"Cen",0,
56211,"Giausar",11.523407,69.331076,3.82,-1.226,3747,"Dra",6,"Draco"
56242,,11.529153,14.364505,6.27,4.431,6006,"Leo",0,
56243,,11.529464,-59.442061,5.07,-14.93,4800,"Cen",0,
56245,,11.529877,-20.776472,6.24,3.313,6134,"Crt",0,
56250,,11.530223,-59.515648,5.12,-14.88,6581,"Cen",0,
56253,,11.530832,81.127257,6.12,2.258,7407,"Cam",0,
