"source","target","const_culture","const_id"
677,3092,"arabic","arabic-001"
3092,5447,"arabic","arabic-001"
9640,5447,"arabic","arabic-001"
5447,4436,"arabic","arabic-001"
4436,3881,"arabic","arabic-001"
106278,109074,"arabic","arabic-002"
109074,110395,"arabic","arabic-002"
110395,110960,"arabic","arabic-002"
110960,111497,"arabic","arabic-002"
111497,112961,"arabic","arabic-002"
112961,114855,"arabic","arabic-002"
114855,115438,"arabic","arabic-002"
109074,110003,"arabic","arabic-002"
110003,109139,"arabic","arabic-002"
110003,111123,"arabic","arabic-002"
111123,112716,"arabic","arabic-002"
112716,113136,"arabic","arabic-002"
102618,106278,"arabic","arabic-002"
115438,114341,"arabic","arabic-002"
114341,113368,"arabic","arabic-002"
98036,97649,"arabic","arabic-003"
97649,97278,"arabic","arabic-003"
97649,95501,"arabic","arabic-003"
95501,97804,"arabic","arabic-003"
99473,97804,"arabic","arabic-003"
95501,93747,"arabic","arabic-003"
93747,93244,"arabic","arabic-003"
95501,93805,"arabic","arabic-003"
88714,85792,"arabic","arabic-004"
85792,83081,"arabic","arabic-004"
83081,82363,"arabic","arabic-004"
82363,85727,"arabic","arabic-004"
85727,85267,"arabic","arabic-004"
85267,85258,"arabic","arabic-004"
85258,88714,"arabic","arabic-004"
13209,9884,"arabic","arabic-005"
9884,8903,"arabic","arabic-005"
8903,8832,"arabic","arabic-005"
28380,28360,"arabic","arabic-006"
28360,24608,"arabic","arabic-006"
24608,23453,"arabic","arabic-006"
23453,23015,"arabic","arabic-006"
25428,23015,"arabic","arabic-006"
25428,28380,"arabic","arabic-006"
71795,69673,"arabic","arabic-007"
69673,72105,"arabic","arabic-007"
72105,74666,"arabic","arabic-007"
74666,73555,"arabic","arabic-007"
73555,71075,"arabic","arabic-007"
71075,71053,"arabic","arabic-007"
71053,69673,"arabic","arabic-007"
69673,67927,"arabic","arabic-007"
67927,67459,"arabic","arabic-007"
71075,69732,"arabic","arabic-007"
69732,70497,"arabic","arabic-007"
43103,42806,"arabic","arabic-008"
42806,40843,"arabic","arabic-008"
42806,42911,"arabic","arabic-008"
42911,40526,"arabic","arabic-008"
42911,44066,"arabic","arabic-008"
33160,34045,"arabic","arabic-009"
34045,33347,"arabic","arabic-009"
33347,32349,"arabic","arabic-009"
32349,33977,"arabic","arabic-009"
33977,34444,"arabic","arabic-009"
34444,35037,"arabic","arabic-009"
35037,35904,"arabic","arabic-009"
33579,33856,"arabic","arabic-009"
33856,34444,"arabic","arabic-009"
33856,33152,"arabic","arabic-009"
33152,31592,"arabic","arabic-009"
31592,31416,"arabic","arabic-009"
31592,30324,"arabic","arabic-009"
31592,32349,"arabic","arabic-009"
33579,32759,"arabic","arabic-009"
30122,33579,"arabic","arabic-009"
33347,33160,"arabic","arabic-009"
37279,36188,"arabic","arabic-010"
100064,100345,"arabic","arabic-011"
100345,104139,"arabic","arabic-011"
104139,105515,"arabic","arabic-011"
105515,106985,"arabic","arabic-011"
106985,107556,"arabic","arabic-011"
105515,105881,"arabic","arabic-011"
105881,104139,"arabic","arabic-011"
100345,102485,"arabic","arabic-011"
104139,102978,"arabic","arabic-011"
8886,6686,"arabic","arabic-012"
6686,4427,"arabic","arabic-012"
4427,3179,"arabic","arabic-012"
3179,746,"arabic","arabic-012"
71683,68702,"arabic","arabic-013"
68702,66657,"arabic","arabic-013"
66657,68002,"arabic","arabic-013"
68002,68282,"arabic","arabic-013"
68282,67472,"arabic","arabic-013"
67472,67464,"arabic","arabic-013"
67464,65936,"arabic","arabic-013"
65936,65109,"arabic","arabic-013"
67464,68933,"arabic","arabic-013"
67472,71352,"arabic","arabic-013"
71352,73334,"arabic","arabic-013"
68002,61932,"arabic","arabic-013"
61932,60823,"arabic","arabic-013"
60823,59196,"arabic","arabic-013"
59196,56480,"arabic","arabic-013"
56480,56561,"arabic","arabic-013"
109492,112724,"arabic","arabic-014"
112724,106032,"arabic","arabic-014"
106032,105199,"arabic","arabic-014"
105199,109492,"arabic","arabic-014"
112724,116727,"arabic","arabic-014"
116727,106032,"arabic","arabic-014"
10324,11484,"arabic","arabic-015"
8102,3419,"arabic","arabic-015"
3419,1562,"arabic","arabic-015"
3419,5364,"arabic","arabic-015"
5364,6537,"arabic","arabic-015"
6537,8645,"arabic","arabic-015"
8645,11345,"arabic","arabic-015"
11345,12390,"arabic","arabic-015"
12390,12770,"arabic","arabic-015"
12770,11783,"arabic","arabic-015"
11783,8102,"arabic","arabic-015"
10826,12390,"arabic","arabic-015"
10826,12387,"arabic","arabic-015"
12387,12706,"arabic","arabic-015"
12706,14143,"arabic","arabic-015"
14143,13954,"arabic","arabic-015"
13954,12828,"arabic","arabic-015"
12828,11484,"arabic","arabic-015"
11484,12093,"arabic","arabic-015"
12093,12706,"arabic","arabic-015"
64241,64394,"arabic","arabic-016"
64394,60742,"arabic","arabic-016"
91875,92989,"arabic","arabic-017"
92989,93174,"arabic","arabic-017"
93174,93825,"arabic","arabic-017"
93825,94114,"arabic","arabic-017"
94114,94160,"arabic","arabic-017"
94160,94005,"arabic","arabic-017"
94005,93542,"arabic","arabic-017"
93542,92953,"arabic","arabic-017"
91875,90887,"arabic","arabic-017"
76127,75695,"arabic","arabic-018"
75695,76267,"arabic","arabic-018"
76267,76952,"arabic","arabic-018"
76952,77512,"arabic","arabic-018"
77512,78159,"arabic","arabic-018"
78159,78493,"arabic","arabic-018"
61174,60965,"arabic","arabic-019"
60965,59803,"arabic","arabic-019"
59803,59316,"arabic","arabic-019"
59316,59199,"arabic","arabic-019"
59316,61359,"arabic","arabic-019"
61359,60965,"arabic","arabic-019"
53740,54682,"arabic","arabic-020"
54682,55705,"arabic","arabic-020"
55705,55282,"arabic","arabic-020"
55282,53740,"arabic","arabic-020"
55282,55687,"arabic","arabic-020"
55687,56633,"arabic","arabic-020"
56633,58188,"arabic","arabic-020"
58188,57283,"arabic","arabic-020"
57283,55705,"arabic","arabic-020"
94779,95853,"arabic","arabic-021"
95853,97165,"arabic","arabic-021"
97165,100453,"arabic","arabic-021"
100453,102098,"arabic","arabic-021"
100453,102488,"arabic","arabic-021"
102488,104732,"arabic","arabic-021"
104732,107310,"arabic","arabic-021"
100453,98110,"arabic","arabic-021"
98110,95947,"arabic","arabic-021"
101421,101769,"arabic","arabic-022"
101769,101958,"arabic","arabic-022"
101958,102532,"arabic","arabic-022"
102532,102281,"arabic","arabic-022"
102281,101769,"arabic","arabic-022"
87585,87833,"arabic","arabic-023"
87833,85670,"arabic","arabic-023"
85670,85829,"arabic","arabic-023"
85829,87585,"arabic","arabic-023"
87585,94376,"arabic","arabic-023"
94376,97433,"arabic","arabic-023"
97433,89937,"arabic","arabic-023"
89937,83895,"arabic","arabic-023"
83895,80331,"arabic","arabic-023"
80331,78527,"arabic","arabic-023"
78527,75458,"arabic","arabic-023"
75458,68756,"arabic","arabic-023"
68756,61281,"arabic","arabic-023"
61281,56211,"arabic","arabic-023"
104521,104858,"arabic","arabic-024"
104858,105570,"arabic","arabic-024"
105570,104987,"arabic","arabic-024"
104987,104521,"arabic","arabic-024"
7588,9007,"arabic","arabic-025"
9007,10602,"arabic","arabic-025"
10602,11407,"arabic","arabic-025"
11407,12413,"arabic","arabic-025"
12413,12486,"arabic","arabic-025"
12486,13847,"arabic","arabic-025"
13847,15510,"arabic","arabic-025"
15510,17797,"arabic","arabic-025"
17797,17874,"arabic","arabic-025"
17874,20042,"arabic","arabic-025"
20042,20535,"arabic","arabic-025"
20535,21393,"arabic","arabic-025"
21393,17651,"arabic","arabic-025"
17651,16611,"arabic","arabic-025"
16611,15474,"arabic","arabic-025"
15474,14146,"arabic","arabic-025"
14146,12843,"arabic","arabic-025"
12843,13701,"arabic","arabic-025"
13701,15197,"arabic","arabic-025"
15197,16537,"arabic","arabic-025"
16537,17378,"arabic","arabic-025"
17378,21444,"arabic","arabic-025"
21444,22109,"arabic","arabic-025"
22109,22701,"arabic","arabic-025"
22701,23875,"arabic","arabic-025"
31681,34088,"arabic","arabic-026"
34088,35550,"arabic","arabic-026"
35550,35350,"arabic","arabic-026"
35350,32362,"arabic","arabic-026"
35550,36962,"arabic","arabic-026"
36962,37740,"arabic","arabic-026"
36962,37826,"arabic","arabic-026"
36962,36046,"arabic","arabic-026"
36046,34693,"arabic","arabic-026"
34693,36850,"arabic","arabic-026"
34693,33018,"arabic","arabic-026"
34693,32246,"arabic","arabic-026"
32246,30883,"arabic","arabic-026"
32246,30343,"arabic","arabic-026"
30343,29655,"arabic","arabic-026"
29655,28734,"arabic","arabic-026"
86414,87808,"arabic","arabic-027"
87808,85112,"arabic","arabic-027"
85112,84606,"arabic","arabic-027"
84606,84380,"arabic","arabic-027"
84380,81833,"arabic","arabic-027"
81833,81126,"arabic","arabic-027"
81126,79992,"arabic","arabic-027"
79992,77760,"arabic","arabic-027"
81833,81693,"arabic","arabic-027"
81693,80816,"arabic","arabic-027"
80816,80170,"arabic","arabic-027"
81693,83207,"arabic","arabic-027"
83207,84379,"arabic","arabic-027"
85693,84379,"arabic","arabic-027"
86974,87933,"arabic","arabic-027"
87933,88794,"arabic","arabic-027"
87933,86974,"arabic","arabic-027"
83207,84380,"arabic","arabic-027"
85693,86974,"arabic","arabic-027"
84379,84345,"arabic","arabic-027"
42799,42402,"arabic","arabic-028"
42402,42313,"arabic","arabic-028"
42313,43109,"arabic","arabic-028"
43109,43234,"arabic","arabic-028"
43234,42799,"arabic","arabic-028"
43234,43813,"arabic","arabic-028"
43813,45336,"arabic","arabic-028"
45336,46776,"arabic","arabic-028"
46776,46509,"arabic","arabic-028"
46509,46390,"arabic","arabic-028"
46390,48356,"arabic","arabic-028"
48356,49841,"arabic","arabic-028"
49841,51069,"arabic","arabic-028"
51069,52943,"arabic","arabic-028"
52943,56343,"arabic","arabic-028"
56343,57936,"arabic","arabic-028"
57936,64166,"arabic","arabic-028"
64166,64962,"arabic","arabic-028"
64962,68895,"arabic","arabic-028"
68895,72571,"arabic","arabic-028"
57632,54879,"arabic","arabic-029"
54879,49669,"arabic","arabic-029"
49669,49583,"arabic","arabic-029"
49583,50583,"arabic","arabic-029"
50583,54872,"arabic","arabic-029"
54872,57632,"arabic","arabic-029"
50583,50335,"arabic","arabic-029"
50335,48455,"arabic","arabic-029"
48455,47908,"arabic","arabic-029"
54872,54879,"arabic","arabic-029"
28910,28103,"arabic","arabic-030"
28103,27288,"arabic","arabic-030"
27288,25985,"arabic","arabic-030"
25985,24305,"arabic","arabic-030"
25985,27654,"arabic","arabic-030"
27654,27072,"arabic","arabic-030"
27072,25606,"arabic","arabic-030"
25606,23685,"arabic","arabic-030"
25985,25606,"arabic","arabic-030"
24305,24845,"arabic","arabic-030"
24305,24327,"arabic","arabic-030"
23685,24305,"arabic","arabic-030"
24327,24244,"arabic","arabic-030"
24845,24873,"arabic","arabic-030"
77853,76333,"arabic","arabic-031"
76333,74785,"arabic","arabic-031"
74785,72622,"arabic","arabic-031"
72622,73714,"arabic","arabic-031"
73714,76333,"arabic","arabic-031"
91262,91971,"arabic","arabic-032"
91971,92420,"arabic","arabic-032"
92420,93194,"arabic","arabic-032"
93194,92791,"arabic","arabic-032"
92791,91971,"arabic","arabic-032"
86032,86742,"arabic","arabic-033"
84012,86742,"arabic","arabic-033"
86032,83000,"arabic","arabic-033"
83000,79882,"arabic","arabic-033"
79882,81377,"arabic","arabic-033"
81377,84012,"arabic","arabic-033"
84012,85755,"arabic","arabic-033"
26727,26311,"arabic","arabic-034"
26311,25930,"arabic","arabic-034"
28691,29426,"arabic","arabic-034"
29426,29038,"arabic","arabic-034"
29038,27913,"arabic","arabic-034"
29426,28614,"arabic","arabic-034"
28614,27989,"arabic","arabic-034"
27989,26727,"arabic","arabic-034"
26727,27366,"arabic","arabic-034"
27366,24436,"arabic","arabic-034"
24436,25930,"arabic","arabic-034"
25930,25336,"arabic","arabic-034"
25336,26207,"arabic","arabic-034"
26207,27989,"arabic","arabic-034"
25336,22449,"arabic","arabic-034"
22449,22549,"arabic","arabic-034"
22549,22797,"arabic","arabic-034"
22797,23123,"arabic","arabic-034"
22449,22509,"arabic","arabic-034"
22509,22845,"arabic","arabic-034"
29038,28614,"arabic","arabic-034"
1067,113963,"arabic","arabic-035"
113881,112158,"arabic","arabic-035"
112158,109352,"arabic","arabic-035"
113881,112748,"arabic","arabic-035"
112748,112440,"arabic","arabic-035"
112440,109176,"arabic","arabic-035"
109176,107354,"arabic","arabic-035"
113963,112447,"arabic","arabic-035"
112447,112029,"arabic","arabic-035"
112029,109427,"arabic","arabic-035"
109427,107315,"arabic","arabic-035"
677,113881,"arabic","arabic-035"
677,1067,"arabic","arabic-035"
17448,18246,"arabic","arabic-036"
18246,18614,"arabic","arabic-036"
18614,18532,"arabic","arabic-036"
18532,17358,"arabic","arabic-036"
17358,15863,"arabic","arabic-036"
15863,14328,"arabic","arabic-036"
14328,13268,"arabic","arabic-036"
15863,14576,"arabic","arabic-036"
14576,14354,"arabic","arabic-036"
14354,13254,"arabic","arabic-036"
4889,5742,"arabic","arabic-037"
4889,6193,"arabic","arabic-037"
6193,5742,"arabic","arabic-037"
5742,7097,"arabic","arabic-037"
7097,8198,"arabic","arabic-037"
8198,9487,"arabic","arabic-037"
9487,8833,"arabic","arabic-037"
8833,7884,"arabic","arabic-037"
7884,7007,"arabic","arabic-037"
7007,4906,"arabic","arabic-037"
4906,3760,"arabic","arabic-037"
3760,1645,"arabic","arabic-037"
1645,118268,"arabic","arabic-037"
118268,116771,"arabic","arabic-037"
116771,116928,"arabic","arabic-037"
116928,115738,"arabic","arabic-037"
115738,114971,"arabic","arabic-037"
114971,115830,"arabic","arabic-037"
115830,116771,"arabic","arabic-037"
113368,111954,"arabic","arabic-038"
111954,108661,"arabic","arabic-038"
108661,107608,"arabic","arabic-038"
107608,107380,"arabic","arabic-038"
107380,108085,"arabic","arabic-038"
109422,108085,"arabic","arabic-038"
109422,111188,"arabic","arabic-038"
111188,113246,"arabic","arabic-038"
96837,97365,"arabic","arabic-039"
97365,96757,"arabic","arabic-039"
97365,98337,"arabic","arabic-039"
98337,98920,"arabic","arabic-039"
89931,90496,"arabic","arabic-040"
90185,88635,"arabic","arabic-040"
88635,89931,"arabic","arabic-040"
89931,90185,"arabic","arabic-040"
93506,92041,"arabic","arabic-040"
92041,89931,"arabic","arabic-040"
92041,90496,"arabic","arabic-040"
90496,89341,"arabic","arabic-040"
93506,93864,"arabic","arabic-040"
93864,92855,"arabic","arabic-040"
92855,92041,"arabic","arabic-040"
92855,93085,"arabic","arabic-040"
93085,93683,"arabic","arabic-040"
93683,94820,"arabic","arabic-040"
94820,95168,"arabic","arabic-040"
93506,93667,"arabic","arabic-040"
93667,96465,"arabic","arabic-040"
96465,98688,"arabic","arabic-040"
98688,98842,"arabic","arabic-040"
98842,98412,"arabic","arabic-040"
98412,98761,"arabic","arabic-040"
98761,98032,"arabic","arabic-040"
98412,95347,"arabic","arabic-040"
95347,95241,"arabic","arabic-040"
90496,88635,"arabic","arabic-040"
89642,91918,"arabic","arabic-040"
91918,93506,"arabic","arabic-040"
85927,86670,"arabic","arabic-041"
86670,87073,"arabic","arabic-041"
87073,86228,"arabic","arabic-041"
86228,84143,"arabic","arabic-041"
84143,82671,"arabic","arabic-041"
82671,82514,"arabic","arabic-041"
82514,82396,"arabic","arabic-041"
82396,81266,"arabic","arabic-041"
81266,80763,"arabic","arabic-041"
80763,78401,"arabic","arabic-041"
80763,78265,"arabic","arabic-041"
80763,78820,"arabic","arabic-041"
25428,21881,"arabic","arabic-042"
21881,20889,"arabic","arabic-042"
21421,26451,"arabic","arabic-042"
20205,20455,"arabic","arabic-042"
20205,18724,"arabic","arabic-042"
18724,15900,"arabic","arabic-042"
21421,20889,"arabic","arabic-042"
21421,20894,"arabic","arabic-042"
20894,20205,"arabic","arabic-042"
20889,20648,"arabic","arabic-042"
20648,20455,"arabic","arabic-042"
20455,17847,"arabic","arabic-042"
10559,10064,"arabic","arabic-043"
10064,8796,"arabic","arabic-043"
8796,10559,"arabic","arabic-043"
67301,65378,"arabic","arabic-044"
65378,62956,"arabic","arabic-044"
62956,59774,"arabic","arabic-044"
59774,54061,"arabic","arabic-044"
54061,53910,"arabic","arabic-044"
53910,58001,"arabic","arabic-044"
58001,59774,"arabic","arabic-044"
58001,57399,"arabic","arabic-044"
57399,54539,"arabic","arabic-044"
54539,50372,"arabic","arabic-044"
54539,50801,"arabic","arabic-044"
53910,48402,"arabic","arabic-044"
48402,46853,"arabic","arabic-044"
46853,44471,"arabic","arabic-044"
46853,44127,"arabic","arabic-044"
48402,48319,"arabic","arabic-044"
48319,41704,"arabic","arabic-044"
41704,46733,"arabic","arabic-044"
46733,54061,"arabic","arabic-044"
57399,55219,"arabic","arabic-044"
57399,55203,"arabic","arabic-044"
11767,85822,"arabic","arabic-045"
85822,82080,"arabic","arabic-045"
82080,77055,"arabic","arabic-045"
77055,79822,"arabic","arabic-045"
79822,75097,"arabic","arabic-045"
75097,72607,"arabic","arabic-045"
72607,77055,"arabic","arabic-045"
30438,32768,"arabic","arabic-046"
32768,37469,"arabic","arabic-046"
28328,31685,"arabic","arabic-046"
31685,37004,"arabic","arabic-046"
35264,38170,"arabic","arabic-046"
38170,39757,"arabic","arabic-046"
39757,39429,"arabic","arabic-046"
39429,44816,"arabic","arabic-046"
44816,46651,"arabic","arabic-046"
46651,50191,"arabic","arabic-046"
50191,48774,"arabic","arabic-046"
48774,45556,"arabic","arabic-046"
45556,41037,"arabic","arabic-046"
41037,38827,"arabic","arabic-046"
38827,35264,"arabic","arabic-046"
39429,42515,"arabic","arabic-046"
42515,42828,"arabic","arabic-046"
42828,43409,"arabic","arabic-046"
57380,60030,"arabic","arabic-047"
60030,61941,"arabic","arabic-047"
61941,65474,"arabic","arabic-047"
65474,69427,"arabic","arabic-047"
69427,69701,"arabic","arabic-047"
69701,71957,"arabic","arabic-047"
65474,66249,"arabic","arabic-047"
66249,68520,"arabic","arabic-047"
68520,72220,"arabic","arabic-047"
66249,63090,"arabic","arabic-047"
63090,63608,"arabic","arabic-047"
63090,61941,"arabic","arabic-047"
77516,77622,"arabic","arabic-048"
77622,77070,"arabic","arabic-048"
77070,76276,"arabic","arabic-048"
76276,77233,"arabic","arabic-048"
77233,78072,"arabic","arabic-048"
78072,77450,"arabic","arabic-048"
77450,77233,"arabic","arabic-048"
92946,89962,"arabic","arabic-048"
89962,86565,"arabic","arabic-048"
86565,86263,"arabic","arabic-048"
86263,84880,"arabic","arabic-048"
77634,78970,"arabic","arabic-049"
78970,78384,"arabic","arabic-049"
78384,77634,"arabic","arabic-049"
78384,76297,"arabic","arabic-049"
76297,75141,"arabic","arabic-049"
75141,75177,"arabic","arabic-049"
75141,73273,"arabic","arabic-049"
76297,76552,"arabic","arabic-049"
76552,74395,"arabic","arabic-049"
74395,71860,"arabic","arabic-049"
74395,71536,"arabic","arabic-049"
71860,70576,"arabic","arabic-049"
71860,73273,"arabic","arabic-049"
8832,8903,"arabic_moon_stations","arabic_moon_stations-001"
8903,9884,"arabic_moon_stations","arabic_moon_stations-001"
14838,13914,"arabic_moon_stations","arabic_moon_stations-002"
13914,13702,"arabic_moon_stations","arabic_moon_stations-002"
13702,14838,"arabic_moon_stations","arabic_moon_stations-002"
17847,17608,"arabic_moon_stations","arabic_moon_stations-003"
17608,17499,"arabic_moon_stations","arabic_moon_stations-003"
17499,17489,"arabic_moon_stations","arabic_moon_stations-003"
17489,17579,"arabic_moon_stations","arabic_moon_stations-003"
17579,17847,"arabic_moon_stations","arabic_moon_stations-003"
21421,20894,"arabic_moon_stations","arabic_moon_stations-004"
20894,20205,"arabic_moon_stations","arabic_moon_stations-004"
20205,20455,"arabic_moon_stations","arabic_moon_stations-004"
20455,20889,"arabic_moon_stations","arabic_moon_stations-004"
26207,26176,"arabic_moon_stations","arabic_moon_stations-005"
26176,26366,"arabic_moon_stations","arabic_moon_stations-005"
26366,26207,"arabic_moon_stations","arabic_moon_stations-005"
31681,32362,"arabic_moon_stations","arabic_moon_stations-006"
36850,37826,"arabic_moon_stations","arabic_moon_stations-007"
42806,42556,"arabic_moon_stations","arabic_moon_stations-008"
42556,42911,"arabic_moon_stations","arabic_moon_stations-008"
44798,46750,"arabic_moon_stations","arabic_moon_stations-009"
50335,50583,"arabic_moon_stations","arabic_moon_stations-010"
50583,49583,"arabic_moon_stations","arabic_moon_stations-010"
49583,49669,"arabic_moon_stations","arabic_moon_stations-010"
54872,54879,"arabic_moon_stations","arabic_moon_stations-011"
57632,57632,"arabic_moon_stations","arabic_moon_stations-012"
63608,63090,"arabic_moon_stations","arabic_moon_stations-013"
63090,61941,"arabic_moon_stations","arabic_moon_stations-013"
61941,60129,"arabic_moon_stations","arabic_moon_stations-013"
60129,57757,"arabic_moon_stations","arabic_moon_stations-013"
65474,65474,"arabic_moon_stations","arabic_moon_stations-014"
69701,69427,"arabic_moon_stations","arabic_moon_stations-015"
69427,69974,"arabic_moon_stations","arabic_moon_stations-015"
72622,74785,"arabic_moon_stations","arabic_moon_stations-016"
78820,78401,"arabic_moon_stations","arabic_moon_stations-017"
78401,78265,"arabic_moon_stations","arabic_moon_stations-017"
78265,76742,"arabic_moon_stations","arabic_moon_stations-017"
76742,76880,"arabic_moon_stations","arabic_moon_stations-017"
76880,77853,"arabic_moon_stations","arabic_moon_stations-017"
77853,78820,"arabic_moon_stations","arabic_moon_stations-017"
76880,78401,"arabic_moon_stations","arabic_moon_stations-017"
80763,80763,"arabic_moon_stations","arabic_moon_stations-018"
85927,85696,"arabic_moon_stations","arabic_moon_stations-019"
89931,90185,"arabic_moon_stations","arabic_moon_stations-020"
90185,93506,"arabic_moon_stations","arabic_moon_stations-020"
93506,92041,"arabic_moon_stations","arabic_moon_stations-020"
92041,89931,"arabic_moon_stations","arabic_moon_stations-020"
88635,89642,"arabic_moon_stations","arabic_moon_stations-020"
89642,90185,"arabic_moon_stations","arabic_moon_stations-020"
90185,89931,"arabic_moon_stations","arabic_moon_stations-020"
89931,88635,"arabic_moon_stations","arabic_moon_stations-020"
92855,93864,"arabic_moon_stations","arabic_moon_stations-020"
93864,93506,"arabic_moon_stations","arabic_moon_stations-020"
92041,92855,"arabic_moon_stations","arabic_moon_stations-020"
89931,90496,"arabic_moon_stations","arabic_moon_stations-020"
90496,92041,"arabic_moon_stations","arabic_moon_stations-020"
97290,96760,"arabic_moon_stations","arabic_moon_stations-021"
96760,95503,"arabic_moon_stations","arabic_moon_stations-021"
95503,95564,"arabic_moon_stations","arabic_moon_stations-021"
95564,96440,"arabic_moon_stations","arabic_moon_stations-021"
96440,97290,"arabic_moon_stations","arabic_moon_stations-021"
100027,100310,"arabic_moon_stations","arabic_moon_stations-022"
100310,100345,"arabic_moon_stations","arabic_moon_stations-022"
102618,103045,"arabic_moon_stations","arabic_moon_stations-023"
103045,104459,"arabic_moon_stations","arabic_moon_stations-023"
106278,106786,"arabic_moon_stations","arabic_moon_stations-024"
106786,107382,"arabic_moon_stations","arabic_moon_stations-024"
110672,110960,"arabic_moon_stations","arabic_moon_stations-025"
110960,111497,"arabic_moon_stations","arabic_moon_stations-025"
110395,110960,"arabic_moon_stations","arabic_moon_stations-025"
113881,113963,"arabic_moon_stations","arabic_moon_stations-026"
677,1067,"arabic_moon_stations","arabic_moon_stations-027"
3881,3231,"arabic_moon_stations","arabic_moon_stations-028"
3231,2912,"arabic_moon_stations","arabic_moon_stations-028"
2912,3031,"arabic_moon_stations","arabic_moon_stations-028"
3031,3693,"arabic_moon_stations","arabic_moon_stations-028"
3693,5454,"arabic_moon_stations","arabic_moon_stations-028"
5454,5571,"arabic_moon_stations","arabic_moon_stations-028"
5571,6193,"arabic_moon_stations","arabic_moon_stations-028"
6193,6315,"arabic_moon_stations","arabic_moon_stations-028"
6315,5447,"arabic_moon_stations","arabic_moon_stations-028"
5447,3881,"arabic_moon_stations","arabic_moon_stations-028"
26727,26311,"aztec","aztec-001"
26311,25930,"aztec","aztec-001"
26311,26237,"aztec","aztec-001"
26237,26221,"aztec","aztec-001"
26221,26199,"aztec","aztec-001"
17847,17664,"aztec","aztec-002"
17664,17579,"aztec","aztec-002"
17579,17531,"aztec","aztec-002"
17531,17489,"aztec","aztec-002"
17489,17499,"aztec","aztec-002"
17499,17608,"aztec","aztec-002"
17608,17847,"aztec","aztec-002"
37826,36850,"aztec","aztec-003"
36850,34693,"aztec","aztec-003"
34693,32246,"aztec","aztec-003"
32246,30343,"aztec","aztec-003"
30343,30883,"aztec","aztec-003"
30883,31681,"aztec","aztec-003"
31681,34088,"aztec","aztec-003"
34088,36962,"aztec","aztec-003"
36962,37826,"aztec","aztec-003"
11767,85822,"aztec","aztec-004"
85822,82080,"aztec","aztec-004"
82080,77055,"aztec","aztec-004"
77055,72607,"aztec","aztec-004"
72607,75097,"aztec","aztec-004"
75097,79822,"aztec","aztec-004"
85927,86670,"aztec","aztec-005"
86670,87073,"aztec","aztec-005"
87073,86228,"aztec","aztec-005"
86228,84143,"aztec","aztec-005"
84143,82671,"aztec","aztec-005"
82671,82514,"aztec","aztec-005"
82514,82396,"aztec","aztec-005"
82396,81266,"aztec","aztec-005"
81266,80763,"aztec","aztec-005"
80763,78401,"aztec","aztec-005"
80763,78265,"aztec","aztec-005"
80763,78820,"aztec","aztec-005"
67301,65378,"belarusian","belarusian-001"
65378,62956,"belarusian","belarusian-001"
62956,59774,"belarusian","belarusian-001"
59774,58001,"belarusian","belarusian-001"
58001,53910,"belarusian","belarusian-001"
53910,54061,"belarusian","belarusian-001"
54061,59774,"belarusian","belarusian-001"
91262,91971,"belarusian","belarusian-002"
91971,92420,"belarusian","belarusian-002"
92420,93194,"belarusian","belarusian-002"
93194,92791,"belarusian","belarusian-002"
92791,91971,"belarusian","belarusian-002"
17847,17702,"belarusian","belarusian-003"
17702,17573,"belarusian","belarusian-003"
17573,17531,"belarusian","belarusian-003"
17531,17489,"belarusian","belarusian-003"
17489,17499,"belarusian","belarusian-003"
17499,17608,"belarusian","belarusian-003"
17608,17702,"belarusian","belarusian-003"
102098,100453,"belarusian","belarusian-004"
100453,97165,"belarusian","belarusian-004"
100453,102488,"belarusian","belarusian-004"
100453,95947,"belarusian","belarusian-004"
76127,75695,"belarusian","belarusian-005"
75695,76267,"belarusian","belarusian-005"
76267,76952,"belarusian","belarusian-005"
76952,77512,"belarusian","belarusian-005"
77512,78159,"belarusian","belarusian-005"
78159,78493,"belarusian","belarusian-005"
24608,24608,"belarusian","belarusian-006"
20205,20455,"belarusian","belarusian-007"
20455,20648,"belarusian","belarusian-007"
20648,20889,"belarusian","belarusian-007"
20205,20894,"belarusian","belarusian-007"
20894,21421,"belarusian","belarusian-007"
37826,36850,"belarusian","belarusian-008"
26727,26311,"belarusian","belarusian-009"
26311,25930,"belarusian","belarusian-009"
11767,11767,"belarusian","belarusian-010"
74666,73555,"belarusian","belarusian-011"
73555,71075,"belarusian","belarusian-011"
71075,71053,"belarusian","belarusian-011"
71053,69673,"belarusian","belarusian-011"
69673,67927,"belarusian","belarusian-011"
69673,72105,"belarusian","belarusian-011"
72105,74666,"belarusian","belarusian-011"
67927,67459,"belarusian","belarusian-011"
26263,26173,"belarusian","belarusian-012"
26173,26563,"belarusian","belarusian-012"
26173,25923,"belarusian","belarusian-012"
13209,9884,"belarusian","belarusian-013"
9884,8903,"belarusian","belarusian-013"
8903,8832,"belarusian","belarusian-013"
87585,87833,"belarusian","belarusian-014"
87833,85670,"belarusian","belarusian-014"
85670,85829,"belarusian","belarusian-014"
85829,87585,"belarusian","belarusian-014"
87585,94376,"belarusian","belarusian-014"
94376,97433,"belarusian","belarusian-014"
97433,94648,"belarusian","belarusian-014"
94648,89937,"belarusian","belarusian-014"
89937,83895,"belarusian","belarusian-014"
