"source","target","const_culture","const_id"
70069,70069,"korean","korean-022"
70069,70264,"korean","korean-022"
70264,63003,"korean","korean-022"
62434,61084,"korean","korean-022"
61084,59747,"korean","korean-022"
66657,68523,"korean","korean-022"
68523,68282,"korean","korean-022"
68282,67472,"korean","korean-022"
67472,65109,"korean","korean-022"
65109,64408,"korean","korean-022"
64408,62896,"korean","korean-022"
62896,61932,"korean","korean-022"
70069,74395,"korean","korean-022"
74395,74376,"korean","korean-022"
74376,74911,"korean","korean-022"
70264,74824,"korean","korean-022"
71683,71908,"korean","korean-023"
71908,68702,"korean","korean-023"
68702,71683,"korean","korean-023"
80815,80473,"korean","korean-024"
80473,80975,"korean","korean-024"
80975,80343,"korean","korean-024"
79374,79374,"korean","korean-025"
78820,78933,"korean","korean-026"
78933,78990,"korean","korean-026"
79788,79599,"korean","korean-027"
79599,79524,"korean","korean-027"
78820,78401,"korean","korean-028"
78401,78265,"korean","korean-028"
78265,78104,"korean","korean-028"
78105,77634,"korean","korean-029"
77840,77840,"korean","korean-030"
79375,78727,"korean","korean-031"
78727,78207,"korean","korean-031"
78207,77853,"korean","korean-031"
81266,80763,"korean","korean-032"
80763,80112,"korean","korean-032"
76297,75141,"korean","korean-033"
75141,75264,"korean","korean-033"
75264,76829,"korean","korean-033"
76829,76297,"korean","korean-033"
76297,78384,"korean","korean-033"
78639,76829,"korean","korean-033"
76829,78914,"korean","korean-033"
73273,75264,"korean","korean-033"
75264,73807,"korean","korean-033"
75177,75141,"korean","korean-033"
85755,85340,"korean","korean-034"
85340,84970,"korean","korean-034"
84970,84405,"korean","korean-034"
87261,87261,"korean","korean-035"
87569,87569,"korean","korean-036"
86092,87846,"korean","korean-037"
87846,89112,"korean","korean-037"
89112,88714,"korean","korean-037"
88714,85792,"korean","korean-037"
85792,86092,"korean","korean-037"
82396,82514,"korean","korean-038"
82514,82729,"korean","korean-038"
82729,84143,"korean","korean-038"
84143,86228,"korean","korean-038"
86228,87073,"korean","korean-038"
87073,86670,"korean","korean-038"
86670,85927,"korean","korean-038"
85927,85696,"korean","korean-038"
82545,82514,"korean","korean-039"
88635,89931,"korean","korean-040"
89931,90185,"korean","korean-040"
90185,89642,"korean","korean-040"
90830,90414,"korean","korean-041"
90414,90568,"korean","korean-041"
90422,90422,"korean","korean-042"
93526,93805,"korean","korean-043"
93805,93429,"korean","korean-043"
93429,93026,"korean","korean-043"
93026,92175,"korean","korean-043"
92175,92202,"korean","korean-043"
92202,91845,"korean","korean-043"
91845,91726,"korean","korean-043"
91726,91117,"korean","korean-043"
95176,95168,"korean","korean-044"
95168,94820,"korean","korean-044"
94141,93683,"korean","korean-044"
93683,93085,"korean","korean-044"
96483,96327,"korean","korean-045"
89341,90496,"korean","korean-046"
90496,92041,"korean","korean-046"
92041,92855,"korean","korean-046"
92855,93864,"korean","korean-046"
93864,93506,"korean","korean-046"
93667,93134,"korean","korean-047"
96950,97290,"korean","korean-048"
97290,96465,"korean","korean-048"
96465,95477,"korean","korean-048"
89678,89678,"korean","korean-049"
92953,92308,"korean","korean-050"
92308,91494,"korean","korean-050"
91494,90982,"korean","korean-050"
90982,90887,"korean","korean-050"
90887,91875,"korean","korean-050"
91875,92989,"korean","korean-050"
92989,93174,"korean","korean-050"
93174,93825,"korean","korean-050"
93825,94114,"korean","korean-050"
94114,94160,"korean","korean-050"
94160,94005,"korean","korean-050"
94005,93542,"korean","korean-050"
93542,92953,"korean","korean-050"
100587,98110,"korean","korean-051"
98110,97118,"korean","korean-051"
97118,92862,"korean","korean-051"
91919,91262,"korean","korean-052"
91262,91971,"korean","korean-052"
93194,92420,"korean","korean-053"
92420,92791,"korean","korean-053"
92791,94481,"korean","korean-053"
99742,98754,"korean","korean-054"
98754,98819,"korean","korean-054"
98819,98438,"korean","korean-054"
98438,98738,"korean","korean-054"
98738,98337,"korean","korean-054"
98337,97365,"korean","korean-054"
97365,96837,"korean","korean-054"
97365,96757,"korean","korean-054"
97278,97649,"korean","korean-055"
97649,98036,"korean","korean-055"
97675,97938,"korean","korean-056"
97938,98823,"korean","korean-056"
96229,95501,"korean","korean-057"
96665,95501,"korean","korean-057"
95501,95585,"korean","korean-057"
95585,96468,"korean","korean-057"
96468,97804,"korean","korean-057"
97804,99473,"korean","korean-057"
100064,100345,"korean","korean-058"
100345,101027,"korean","korean-058"
101027,101123,"korean","korean-058"
101123,100881,"korean","korean-058"
100881,100345,"korean","korean-058"
100345,100310,"korean","korean-058"
101923,102026,"korean","korean-059"
102026,101984,"korean","korean-059"
91755,92512,"korean","korean-060"
92512,90905,"korean","korean-060"
90156,92512,"korean","korean-060"
92512,91315,"korean","korean-060"
91315,90344,"korean","korean-060"
89348,91315,"korean","korean-060"
94779,95853,"korean","korean-061"
95853,96441,"korean","korean-061"
96441,92689,"korean","korean-061"
104732,105138,"korean","korean-062"
105138,104887,"korean","korean-062"
104887,103413,"korean","korean-062"
103413,102098,"korean","korean-062"
102098,99675,"korean","korean-062"
99675,97165,"korean","korean-062"
97165,100453,"korean","korean-062"
100453,102488,"korean","korean-062"
102488,104732,"korean","korean-062"
102532,101958,"korean","korean-063"
101958,101769,"korean","korean-063"
101769,102281,"korean","korean-063"
102281,102532,"korean","korean-063"
101769,101589,"korean","korean-063"
103294,101483,"korean","korean-064"
101483,101800,"korean","korean-064"
101800,101916,"korean","korean-064"
101916,101421,"korean","korean-064"
101421,101483,"korean","korean-064"
101936,101847,"korean","korean-065"
101847,101692,"korean","korean-065"
101692,101101,"korean","korean-065"
102624,103005,"korean","korean-066"
103005,103045,"korean","korean-066"
103045,102618,"korean","korean-066"
112917,111944,"korean","korean-067"
112242,111104,"korean","korean-068"
111841,109754,"korean","korean-069"
104858,104521,"korean","korean-070"
104987,106278,"korean","korean-071"
106786,107382,"korean","korean-072"
107517,107095,"korean","korean-073"
104139,104019,"korean","korean-074"
104019,104365,"korean","korean-074"
104365,104963,"korean","korean-074"
104963,105515,"korean","korean-074"
105515,104974,"korean","korean-074"
104974,104139,"korean","korean-074"
107418,107259,"korean","korean-075"
107259,107136,"korean","korean-075"
107136,107533,"korean","korean-075"
107533,106481,"korean","korean-075"
106481,105186,"korean","korean-075"
105186,104060,"korean","korean-075"
104060,104194,"korean","korean-075"
109592,110991,"korean","korean-076"
110991,109556,"korean","korean-076"
109492,110991,"korean","korean-076"
110991,109857,"korean","korean-076"
107235,106711,"korean","korean-077"
106711,106551,"korean","korean-077"
106551,107253,"korean","korean-077"
107253,107235,"korean","korean-077"
107235,109102,"korean","korean-077"
109102,110351,"korean","korean-077"
110351,111022,"korean","korean-077"
106140,107472,"korean","korean-078"
107472,108060,"korean","korean-078"
107348,107472,"korean","korean-078"
107472,105502,"korean","korean-078"
109937,109410,"korean","korean-079"
110371,109176,"korean","korean-080"
109176,107354,"korean","korean-080"
107354,107310,"korean","korean-080"
107315,109427,"korean","korean-081"
109427,109074,"korean","korean-081"
110672,110960,"korean","korean-082"
110960,110395,"korean","korean-082"
110960,111497,"korean","korean-082"
108874,110003,"korean","korean-083"
102485,102978,"korean","korean-084"
102978,105881,"korean","korean-084"
105881,105665,"korean","korean-084"
115990,114622,"korean","korean-085"
114622,113561,"korean","korean-085"
113561,114104,"korean","korean-085"
114104,115990,"korean","korean-085"
115990,117301,"korean","korean-085"
117301,117863,"korean","korean-085"
117863,118243,"korean","korean-085"
118243,114924,"korean","korean-085"
114924,113919,"korean","korean-085"
113919,114570,"korean","korean-085"
114570,115022,"korean","korean-085"
115022,116584,"korean","korean-085"
116584,116805,"korean","korean-085"
116805,116631,"korean","korean-085"
116631,113726,"korean","korean-085"
113288,113919,"korean","korean-085"
113919,113327,"korean","korean-085"
113881,113963,"korean","korean-086"
113881,112158,"korean","korean-086"
112158,112051,"korean","korean-086"
113881,112748,"korean","korean-086"
112748,112440,"korean","korean-086"
113881,115250,"korean","korean-086"
115250,115623,"korean","korean-086"
115250,115250,"korean","korean-087"
112447,112029,"korean","korean-088"
114389,114144,"korean","korean-089"
114144,114520,"korean","korean-089"
114144,113186,"korean","korean-089"
113186,112935,"korean","korean-089"
112961,111123,"korean","korean-090"
111123,109139,"korean","korean-090"
109139,107556,"korean","korean-090"
107556,106985,"korean","korean-090"
106985,106723,"korean","korean-090"
106723,107188,"korean","korean-090"
107188,107556,"korean","korean-090"
1170,983,"korean","korean-091"
983,301,"korean","korean-091"
301,910,"korean","korean-091"
910,355,"korean","korean-091"
355,117567,"korean","korean-091"
117567,116971,"korean","korean-091"
116971,116957,"korean","korean-091"
116957,116901,"korean","korean-091"
116901,117218,"korean","korean-091"
117218,117629,"korean","korean-091"
355,1158,"korean","korean-091"
1158,443,"korean","korean-091"
443,145,"korean","korean-091"
664,145,"korean","korean-091"
145,118209,"korean","korean-091"
840,443,"korean","korean-091"
443,154,"korean","korean-091"
116971,116591,"korean","korean-091"
116591,116853,"korean","korean-091"
116853,117314,"korean","korean-091"
117314,117541,"korean","korean-091"
116591,115115,"korean","korean-091"
115115,115033,"korean","korean-091"
115033,114855,"korean","korean-091"
114855,114939,"korean","korean-091"
114939,114724,"korean","korean-091"
114724,113996,"korean","korean-091"
115115,115125,"korean","korean-091"
115125,115404,"korean","korean-091"
115404,115438,"korean","korean-091"
115438,115669,"korean","korean-091"
115669,116247,"korean","korean-091"
115126,112716,"korean","korean-091"
112716,112211,"korean","korean-091"
112211,112529,"korean","korean-091"
112529,114341,"korean","korean-091"
114341,114375,"korean","korean-091"
114375,114119,"korean","korean-091"
115142,114724,"korean","korean-091"
113368,113368,"korean","korean-092"
111954,111954,"korean","korean-093"
101076,99874,"korean","korean-094"
99874,99824,"korean","korean-094"
99824,99951,"korean","korean-094"
99951,100435,"korean","korean-094"
100435,101868,"korean","korean-094"
101868,102388,"korean","korean-094"
102388,103004,"korean","korean-094"
103004,103200,"korean","korean-094"
103200,102453,"korean","korean-094"
102453,101076,"korean","korean-094"
1067,677,"korean","korean-095"
2219,3810,"korean","korean-096"
118268,116771,"korean","korean-097"
116771,115830,"korean","korean-097"
115830,114971,"korean","korean-097"
114971,113889,"korean","korean-097"
117245,116928,"korean","korean-098"
116928,115738,"korean","korean-098"
115738,114273,"korean","korean-098"
3504,3801,"korean","korean-099"
3801,5542,"korean","korean-099"
5542,6242,"korean","korean-099"
6242,6686,"korean","korean-099"
6686,8886,"korean","korean-099"
8886,11569,"korean","korean-099"
2599,2599,"korean","korean-100"
4427,746,"korean","korean-101"
746,2920,"korean","korean-101"
3821,746,"korean","korean-101"
746,3179,"korean","korean-101"
5434,5434,"korean","korean-102"
3881,4436,"korean","korean-103"
4436,5447,"korean","korean-103"
5447,5544,"korean","korean-103"
5544,5586,"korean","korean-103"
5586,6193,"korean","korean-103"
6193,5742,"korean","korean-103"
5742,5454,"korean","korean-103"
5454,4463,"korean","korean-103"
4463,3693,"korean","korean-103"
3693,3031,"korean","korean-103"
3031,3092,"korean","korean-103"
3092,2912,"korean","korean-103"
2912,2942,"korean","korean-103"
2942,3231,"korean","korean-103"
3231,3881,"korean","korean-103"
8796,8796,"korean","korean-104"
8833,7884,"korean","korean-105"
7884,7007,"korean","korean-105"
7007,5737,"korean","korean-105"
5737,4906,"korean","korean-105"
4906,3786,"korean","korean-105"
3786,2548,"korean","korean-105"
6061,4147,"korean","korean-106"
4147,2762,"korean","korean-106"
2762,4914,"korean","korean-106"
4914,5951,"korean","korean-106"
5951,6061,"korean","korean-106"
3419,3419,"korean","korean-107"
10340,9640,"korean","korean-108"
9640,7513,"korean","korean-108"
7513,6813,"korean","korean-108"
6813,7607,"korean","korean-108"
7607,8068,"korean","korean-108"
9640,9977,"korean","korean-108"
9977,10064,"korean","korean-108"
10064,10670,"korean","korean-108"
10670,12086,"korean","korean-108"
9884,8903,"korean","korean-109"
8903,8832,"korean","korean-109"
12332,10306,"korean","korean-110"
10306,10732,"korean","korean-110"
10306,10155,"korean","korean-110"
10155,10328,"korean","korean-110"
10328,10732,"korean","korean-110"
9110,7447,"korean","korean-111"
7447,7097,"korean","korean-111"
7097,7535,"korean","korean-111"
7535,7740,"korean","korean-111"
7740,7447,"korean","korean-111"
1562,5364,"korean","korean-112"
5364,6537,"korean","korean-112"
6537,8645,"korean","korean-112"
8645,8102,"korean","korean-112"
8102,9347,"korean","korean-112"
8209,7679,"korean","korean-113"
7679,6960,"korean","korean-113"
6960,8209,"korean","korean-113"
19949,20070,"korean","korean-114"
20070,19812,"korean","korean-114"
19812,19343,"korean","korean-114"
19343,17358,"korean","korean-114"
17358,16826,"korean","korean-114"
16826,15863,"korean","korean-114"
15863,14328,"korean","korean-114"
14328,13268,"korean","korean-114"
19167,19167,"korean","korean-115"
9505,13531,"korean","korean-116"
13531,14632,"korean","korean-116"
14632,14668,"korean","korean-116"
14668,14576,"korean","korean-116"
14576,14354,"korean","korean-116"
14354,13254,"korean","korean-116"
13254,12623,"korean","korean-116"
12621,12621,"korean","korean-117"
13209,13061,"korean","korean-118"
13061,12719,"korean","korean-118"
12719,13209,"korean","korean-118"
16369,16322,"korean","korean-119"
16322,16083,"korean","korean-119"
16083,15900,"korean","korean-119"
13954,12828,"korean","korean-120"
12828,11484,"korean","korean-120"
11484,10324,"korean","korean-120"
10324,9487,"korean","korean-120"
9487,9589,"korean","korean-120"
9589,10305,"korean","korean-120"
10305,11791,"korean","korean-120"
11791,12387,"korean","korean-120"
12387,12706,"korean","korean-120"
12706,14135,"korean","korean-120"
14135,15457,"korean","korean-120"
15457,16852,"korean","korean-120"
20354,21476,"korean","korean-121"
21476,22453,"korean","korean-121"
22453,22678,"korean","korean-121"
17529,18532,"korean","korean-122"
18532,18614,"korean","korean-122"
18614,18246,"korean","korean-122"
18246,17448,"korean","korean-122"
17448,17313,"korean","korean-122"
17886,17886,"korean","korean-123"
17847,17702,"korean","korean-124"
17702,17608,"korean","korean-124"
17608,17499,"korean","korean-124"
17499,17573,"korean","korean-124"
17573,17702,"korean","korean-124"
17573,17531,"korean","korean-124"
17531,17489,"korean","korean-124"
17489,17499,"korean","korean-124"
19038,19038,"korean","korean-125"
21881,21881,"korean","korean-126"
19799,20522,"korean","korean-127"
20522,19740,"korean","korean-127"
19860,20522,"korean","korean-127"
20522,19719,"korean","korean-127"
12107,12390,"korean","korean-128"
12390,11345,"korean","korean-128"
11345,11783,"korean","korean-128"
21248,21393,"korean","korean-129"
21393,20535,"korean","korean-129"
20535,20042,"korean","korean-129"
20042,17874,"korean","korean-129"
17874,17797,"korean","korean-129"
17797,17351,"korean","korean-129"
17351,16870,"korean","korean-129"
16870,15510,"korean","korean-129"
15510,13847,"korean","korean-129"
13847,12486,"korean","korean-129"
12486,11477,"korean","korean-129"
11477,13147,"korean","korean-129"
13147,14879,"korean","korean-129"
28360,24608,"korean","korean-130"
24608,23015,"korean","korean-130"
23015,25428,"korean","korean-130"
25428,28380,"korean","korean-130"
28380,28360,"korean","korean-130"
25048,24813,"korean","korean-131"
24813,24340,"korean","korean-131"
23767,23416,"korean","korean-132"
23416,23453,"korean","korean-132"
27673,27639,"korean","korean-133"
27639,27483,"korean","korean-133"
25984,26536,"korean","korean-134"
26536,25492,"korean","korean-134"
24879,24575,"korean","korean-135"
24575,24799,"korean","korean-135"
24727,24575,"korean","korean-135"
24575,24504,"korean","korean-135"
17954,19171,"korean","korean-136"
19171,20250,"korean","korean-136"
20250,20430,"korean","korean-136"
20430,23088,"korean","korean-136"
23088,23900,"korean","korean-136"
26451,26451,"korean","korean-137"
23607,22957,"korean","korean-138"
22957,22833,"korean","korean-138"
22833,22845,"korean","korean-138"
22845,22509,"korean","korean-138"
22509,22449,"korean","korean-138"
22449,22549,"korean","korean-138"
22549,22797,"korean","korean-138"
22797,23123,"korean","korean-138"
20711,19990,"korean","korean-139"
26777,25945,"korean","korean-140"
25945,25278,"korean","korean-140"
25278,25555,"korean","korean-140"
25555,26777,"korean","korean-140"
20889,20648,"korean","korean-141"
20648,20455,"korean","korean-141"
20455,20205,"korean","korean-141"
20205,18724,"korean","korean-141"
20205,20713,"korean","korean-141"
20713,21029,"korean","korean-141"
21029,21421,"korean","korean-141"
21421,21683,"korean","korean-141"
21273,20732,"korean","korean-142"
20732,20219,"korean","korean-142"
20732,20901,"korean","korean-142"
20901,21589,"korean","korean-142"
21589,21402,"korean","korean-142"
21402,21670,"korean","korean-142"
23166,22881,"korean","korean-143"
22881,22479,"korean","korean-143"
22479,22325,"korean","korean-143"
22325,22263,"korean","korean-143"
22263,22028,"korean","korean-143"
22028,21763,"korean","korean-143"
21763,22086,"korean","korean-143"
22109,22701,"korean","korean-144"
22701,22024,"korean","korean-144"
22024,21297,"korean","korean-144"
21297,19849,"korean","korean-144"
19849,19587,"korean","korean-144"
19587,20507,"korean","korean-144"
20507,21444,"korean","korean-144"
21444,21547,"korean","korean-144"
21547,22109,"korean","korean-144"
18543,17593,"korean","korean-145"
17593,17378,"korean","korean-145"
17378,16537,"korean","korean-145"
16537,15197,"korean","korean-145"
15197,13701,"korean","korean-145"
13701,12770,"korean","korean-145"
12770,12843,"korean","korean-145"
12843,13288,"korean","korean-145"
13288,14146,"korean","korean-145"
14146,15474,"korean","korean-145"
15474,16611,"korean","korean-145"
16611,17651,"korean","korean-145"
17651,18216,"korean","korean-145"
18216,18673,"korean","korean-145"
29696,28237,"korean","korean-146"
28237,27830,"korean","korean-146"
27830,27468,"korean","korean-146"
27468,26248,"korean","korean-146"
26248,25539,"korean","korean-146"
25539,24822,"korean","korean-146"
24822,23497,"korean","korean-146"
29650,28716,"korean","korean-147"
28716,27913,"korean","korean-147"
30122,30277,"korean","korean-148"
27989,26727,"korean","korean-149"
26727,26311,"korean","korean-149"
26311,25930,"korean","korean-149"
25930,24436,"korean","korean-149"
25930,25336,"korean","korean-149"
26727,27366,"korean","korean-149"
26311,26237,"korean","korean-150"
26237,26221,"korean","korean-150"
26221,26241,"korean","korean-150"
24244,24327,"korean","korean-151"
24327,24845,"korean","korean-151"
24845,24873,"korean","korean-151"
24674,23875,"korean","korean-152"
23875,23364,"korean","korean-152"
23364,23972,"korean","korean-152"
24305,23685,"korean","korean-153"
25985,25606,"korean","korean-154"
25606,27072,"korean","korean-154"
27072,27654,"korean","korean-154"
25859,25859,"korean","korean-155"
37265,37265,"korean","korean-156"
36145,36145,"korean","korean-157"
37826,36850,"korean","korean-158"
36850,36366,"korean","korean-158"
37740,36962,"korean","korean-159"
36962,36046,"korean","korean-159"
36046,34693,"korean","korean-159"
34693,33018,"korean","korean-159"
35550,37908,"korean","korean-160"
37908,36760,"korean","korean-160"
36760,35550,"korean","korean-160"
35350,34088,"korean","korean-161"
34088,32921,"korean","korean-161"
32921,32246,"korean","korean-161"
32921,30883,"korean","korean-161"
30883,30343,"korean","korean-161"
30883,31681,"korean","korean-161"
31681,34088,"korean","korean-161"
31681,32362,"korean","korean-161"
30343,29655,"korean","korean-161"
29704,29434,"korean","korean-162"
29434,29038,"korean","korean-162"
29038,29426,"korean","korean-162"
29426,29704,"korean","korean-162"
40526,40526,"korean","korean-163"
33202,31978,"korean","korean-164"
31978,31216,"korean","korean-164"
31216,30419,"korean","korean-164"
37279,36188,"korean","korean-165"
36188,36284,"korean","korean-165"
39311,34769,"korean","korean-166"
37819,34444,"korean","korean-167"
34444,38901,"korean","korean-167"
38901,37819,"korean","korean-167"
37819,36377,"korean","korean-167"
36377,35264,"korean","korean-167"
35264,35904,"korean","korean-167"
35904,38170,"korean","korean-167"
38170,39906,"korean","korean-167"
39906,38901,"korean","korean-167"
32349,32349,"korean","korean-168"
30324,30324,"korean","korean-169"
31592,31827,"korean","korean-170"
31827,31084,"korean","korean-170"
31084,30457,"korean","korean-170"
30457,28910,"korean","korean-170"
28910,28816,"korean","korean-170"
28816,29048,"korean","korean-170"
29048,29941,"korean","korean-170"
29941,31592,"korean","korean-170"
33579,32759,"korean","korean-171"
26207,26176,"korean","korean-172"
26176,26366,"korean","korean-172"
26366,26207,"korean","korean-172"
26634,27628,"korean","korean-173"
30438,30438,"korean","korean-174"
43103,43834,"korean","korean-175"
43834,44818,"korean","korean-175"
44818,44154,"korean","korean-175"
44154,43103,"korean","korean-175"
42806,42911,"korean","korean-176"
42911,41822,"korean","korean-176"
41822,41909,"korean","korean-176"
41909,42806,"korean","korean-176"
42516,42516,"korean","korean-177"
51849,51232,"korean","korean-178"
51232,50371,"korean","korean-178"
50371,51576,"korean","korean-178"
51576,52468,"korean","korean-178"
52468,53253,"korean","korean-178"
53253,52742,"korean","korean-178"
52742,51849,"korean","korean-178"
41307,39863,"korean","korean-179"
39863,39079,"korean","korean-179"
39079,38474,"korean","korean-179"
38474,37901,"korean","korean-179"
37901,37447,"korean","korean-179"
30772,30867,"korean","korean-180"
30867,29651,"korean","korean-180"
39953,42570,"korean","korean-181"
42570,42913,"korean","korean-181"
42913,45941,"korean","korean-181"
42913,41037,"korean","korean-181"
42570,44816,"korean","korean-181"
44066,44798,"korean","korean-182"
44798,45410,"korean","korean-182"
45410,44066,"korean","korean-182"
45336,44659,"korean","korean-183"
44659,43813,"korean","korean-183"
43813,43109,"korean","korean-183"
43109,42313,"korean","korean-183"
42313,42402,"korean","korean-183"
42402,42799,"korean","korean-183"
42799,43234,"korean","korean-183"
48833,47029,"korean","korean-184"
47029,49593,"korean","korean-184"
47029,46952,"korean","korean-184"
41075,43531,"korean","korean-185"
43531,44248,"korean","korean-185"
44248,44700,"korean","korean-185"
44700,45688,"korean","korean-185"
45688,45860,"korean","korean-185"
45860,46146,"korean","korean-185"
46146,46750,"korean","korean-185"
46750,47908,"korean","korean-185"
47908,48455,"korean","korean-185"
48455,50335,"korean","korean-185"
50335,50583,"korean","korean-185"
50583,49583,"korean","korean-185"
49583,49669,"korean","korean-185"
49669,47508,"korean","korean-185"
49669,51624,"korean","korean-185"
49669,49637,"korean","korean-185"
47431,46776,"korean","korean-186"
46776,46509,"korean","korean-186"
46509,46404,"korean","korean-186"
46404,46390,"korean","korean-186"
46390,45811,"korean","korean-186"
45811,45751,"korean","korean-186"
43409,42828,"korean","korean-187"
42828,46651,"korean","korean-187"
46651,42312,"korean","korean-187"
42312,39429,"korean","korean-187"
39429,42828,"korean","korean-187"
52085,51069,"korean","korean-188"
51069,49841,"korean","korean-188"
49841,49402,"korean","korean-188"
49402,48356,"korean","korean-188"
48356,47452,"korean","korean-188"
48356,48615,"korean","korean-188"
48615,51069,"korean","korean-188"
46880,46371,"korean","korean-189"
46371,45902,"korean","korean-189"
45902,44824,"korean","korean-189"
44824,45001,"korean","korean-189"
45001,46026,"korean","korean-189"
46026,46578,"korean","korean-189"
46578,47187,"korean","korean-189"
47187,47758,"korean","korean-189"
47758,48559,"korean","korean-189"
48559,48584,"korean","korean-189"
48584,47522,"korean","korean-189"
47522,46880,"korean","korean-189"
55282,55705,"korean","korean-190"
55705,54682,"korean","korean-190"
54682,53740,"korean","korean-190"
53740,55282,"korean","korean-190"
53740,52943,"korean","korean-190"
55705,57283,"korean","korean-190"
55282,54029,"korean","korean-190"
54029,55687,"korean","korean-190"
55687,56802,"korean","korean-190"
55687,56633,"korean","korean-190"
56633,58576,"korean","korean-190"
54682,54204,"korean","korean-190"
54204,54477,"korean","korean-190"
54477,56280,"korean","korean-190"
54204,51172,"korean","korean-190"
51172,53502,"korean","korean-190"
53502,55756,"korean","korean-190"
55756,56922,"korean","korean-190"
56922,57936,"korean","korean-190"
52727,51986,"korean","korean-191"
51986,51635,"korean","korean-191"
51635,51561,"korean","korean-191"
51561,50191,"korean","korean-191"
61359,60965,"korean","korean-192"
60965,59803,"korean","korean-192"
59803,59316,"korean","korean-192"
59316,59199,"korean","korean-192"
61359,59316,"korean","korean-192"
60965,61174,"korean","korean-192"
60189,59316,"korean","korean-193"
56480,55425,"korean","korean-194"
52419,54301,"korean","korean-195"
54301,54751,"korean","korean-195"
54751,54463,"korean","korean-195"
63125,63125,"korean","korean-196"
44127,44471,"korean","korean-197"
44471,50372,"korean","korean-197"
50372,50801,"korean","korean-197"
50801,55219,"korean","korean-197"
55219,55203,"korean","korean-197"
59819,60202,"korean","korean-198"
60202,61418,"korean","korean-198"
61418,62886,"korean","korean-198"
62886,64394,"korean","korean-198"
61394,60941,"korean","korean-199"
60941,60746,"korean","korean-199"
60746,60742,"korean","korean-199"
60746,60351,"korean","korean-199"
60351,59847,"korean","korean-199"
53954,53417,"korean","korean-200"
53417,52098,"korean","korean-200"
52098,51233,"korean","korean-200"
54872,54879,"korean","korean-201"
54879,55642,"korean","korean-201"
55642,55434,"korean","korean-201"
55434,57757,"korean","korean-201"
64241,63608,"korean","korean-202"
63608,63090,"korean","korean-202"
63090,61941,"korean","korean-202"
61941,60129,"korean","korean-202"
63355,62807,"korean","korean-203"
62807,62356,"korean","korean-203"
54951,54951,"korean","korean-204"
57565,57565,"korean","korean-205"
56975,56975,"korean","korean-206"
57632,58159,"korean","korean-207"
58948,58590,"korean","korean-208"
58590,57380,"korean","korean-208"
57380,57328,"korean","korean-208"
62325,61960,"korean","korean-209"
61960,62267,"korean","korean-209"
62267,62325,"korean","korean-209"
60172,60172,"korean","korean-210"
56647,56127,"korean","korean-211"
56127,55084,"korean","korean-211"
54182,53807,"korean","korean-212"
53807,53907,"korean","korean-212"
80480,81854,"korean","korean-213"
81854,79822,"korean","korean-213"
79822,78661,"korean","korean-213"
78661,80480,"korean","korean-213"
9598,115088,"korean","korean-214"
115088,113864,"korean","korean-214"
113864,112724,"korean","korean-214"
112724,108917,"korean","korean-214"
108917,105199,"korean","korean-214"
105199,102422,"korean","korean-214"
22783,29997,"korean","korean-215"
29997,33449,"korean","korean-215"
33449,28358,"korean","korean-215"
28358,25197,"korean","korean-215"
25197,23522,"korean","korean-215"
23522,22783,"korean","korean-215"
25197,23040,"korean","korean-215"
23040,23783,"korean","korean-215"
87585,85819,"korean","korean-216"
85819,85670,"korean","korean-216"
85670,87833,"korean","korean-216"
87833,86414,"korean","korean-216"
66234,64906,"korean","korean-217"
64906,65550,"korean","korean-217"
65550,66234,"korean","korean-217"
52353,51448,"korean","korean-218"
51448,50933,"korean","korean-218"
50933,52353,"korean","korean-218"
67301,65378,"korean","korean-219"
65378,62956,"korean","korean-219"
62956,59774,"korean","korean-219"
59774,58001,"korean","korean-219"
58001,53910,"korean","korean-219"
53910,54061,"korean","korean-219"
65477,65477,"korean","korean-220"
74605,73199,"korean","korean-221"
61384,61384,"korean","korean-222"
60998,60998,"korean","korean-223"
63432,63076,"korean","korean-224"
73555,73555,"korean","korean-225"
57399,57399,"korean","korean-226"
54539,54539,"korean","korean-227"
53043,53261,"korean","korean-228"
53261,52136,"korean","korean-228"
52136,51459,"korean","korean-228"
51459,51814,"korean","korean-228"
51814,52478,"korean","korean-228"
52478,53043,"korean","korean-228"
41704,45075,"korean","korean-229"
45075,46733,"korean","korean-229"
46733,48319,"korean","korean-229"
48319,48402,"korean","korean-229"
48402,46853,"korean","korean-229"
46853,44901,"korean","korean-229"
47594,46977,"korean","korean-230"
46977,45038,"korean","korean-230"
45038,44390,"korean","korean-230"
44390,42527,"korean","korean-230"
42527,42080,"korean","korean-230"
69713,70497,"korean","korean-231"
70497,69483,"korean","korean-231"
107119,108535,"korean","korean-232"
108535,106032,"korean","korean-232"
106032,107119,"korean","korean-232"
107119,109400,"korean","korean-232"
109400,111532,"korean","korean-232"
111532,114222,"korean","korean-232"
114222,116727,"korean","korean-232"
116727,108535,"korean","korean-232"
108535,114222,"korean","korean-232"
111532,108535,"korean","korean-232"
108535,109400,"korean","korean-232"
94648,92056,"korean","korean-233"
92056,89937,"korean","korean-233"
92782,92056,"korean","korean-233"
92056,92112,"korean","korean-233"
99255,99255,"korean","korean-234"
95081,98702,"korean","korean-235"
98702,97433,"korean","korean-235"
97433,96100,"korean","korean-235"
96100,94376,"korean","korean-235"
